id,src,tgt
00000105,搭配的小米酱，粗粮细做，在烹煮时，要注意火候，不宜太大火，小火慢煮，是小米充分膨胀吸收牛奶的奶香和玉米的清甜,搭配的小米酱，粗粮细做，在烹煮时，要注意火候，不宜太大火，小火慢煮，使小米充分膨胀吸收牛奶的奶香和玉米的清甜
00000106,说起新任全国政协委员俞正声，全国政协委员、信置主席黄志祥频频点头，并向记者竖起了大拇指,说起新任全国政协委员俞正声，全国政协委员、信置主席黄志祥频频点头，并向记者竖起了大拇指
00000107,"今天是国庆长假后第一天，""""菲特""""虽然逐渐远离，但残余影响仍不可小觑，上海从昨晚开始经历狂风暴雨，今晨不少地区都出现积水，不少网友发微博称家门口、校门口等都被淹了","今天是国庆长假后第一天，""""菲特""""虽然逐渐远离，但残余影响仍不可小觑，上海从昨晚开始经历狂风暴雨，今晨不少地区都出现积水，不少网友发微博称家门口、校门口等都被淹了"
00000108,很多人光顾店家前都会利用店家评价网站Yelp，但该网站被指操控网民对店家评价，迫使店家在该网站卖广告，如店家不从，其五星即被删除并余下劣评，令店家声誉受损,很多人光顾店家前都会利用店家评价网站Yelp，但该网站被指操控网民对店家评价，迫使店家在该网站卖广告，如店家不从，其五星即被删除并余下劣评，令店家声誉受损
00000109,这是我省金融机构人民币贷款余额首次突破2万亿大关,这是我省金融机构人民币贷款余额首次突破2万亿大关
00000110,美国爱情小说作家协会俄克拉荷马州的一个分支近日举行“胜于魔法”写作比赛，接受吸血鬼和狼人的、过去和未来的、色情或浪漫的各种题材，却拒绝同性恋爱情故事,美国爱情小说作家协会俄克拉荷马州的一个分支近日举行“胜于魔法”写作比赛，接受吸血鬼和狼人的、过去和未来的、色情或浪漫的各种题材，却拒绝同性恋爱情故事
00000111,工信部总工程师朱宏任称，正在和发改委等有关部门抓紧研究消费实施实施意见和具体政策措施，努力将信息消费培育成继房地产、汽车之后的又一消费领域、新的经济增长点，文件将会尽快出台,工信部总工程师朱宏任称，正在和发改委等有关部门抓紧研究消费实施实施意见和具体政策措施，努力将信息消费培育成继房地产、汽车之后的又一消费领域、新的经济增长点，文件将会尽快出台
00000112,日本共同社消息，日本矢崎总业公司位于广东省汕头市的工厂于22日发生罢工,日本共同社消息，日本矢崎总业公司位于广东省汕头市的工厂于22日发生罢工
00000113,问一遍，在研究，再问一遍，请耐心等待,问一遍，再研究，再问一遍，请耐心等待
00000114,福需利切尔说：“我们的研究也证明了一点，那就是想要扭转气候变暖局面难度将有多大,福需利切尔说：“我们的研究也证明了一点，那就是想要扭转气候变暖局面难度将有多大
00000115,摩根大通董事总经理李晶认为，政府在最近一段时间不会出台大幅度的经济刺激政策，可能会推出一系列政策来维持经济增长，促进经济转型；中国政府在未来几个月应该重建股民信心，A股市场现在跌到不可能再跌的价位了,摩根大通董事总经理李晶认为，政府在最近一段时间不会出台大幅度的经济刺激政策，可能会推出一系列政策来维持经济增长，促进经济转型；中国政府在未来几个月应该重建股民信心，A股市场现在跌到不可能再跌的价位了
00000116,财政部长路杰克在写给国会的信中说：“我在此谨呼吁国会采取行动，在2014年2月7日之前调高举债上限，给予国家经济与金融市场确定性与稳定，最迟2月底一定要调高,财政部长卢杰克在写给国会的信中说：“我在此谨呼吁国会采取行动，在2014年2月7日之前调高举债上限，给予国家经济与金融市场确定性与稳定，最迟2月底一定要调高
00000117,东方网11月25日消息：上海市第二中级人民法院发布的开庭公告显示，“复旦投毒案”被告林某涉嫌故意杀人案将于11月27日9时30分在二中院开庭审理，而该案的审判长王智刚曾是轰动一时的“杨佳案”的审判长,东方网11月25日消息：上海市第二中级人民法院发布的开庭公告显示，“复旦投毒案”被告林某涉嫌故意杀人案将于11月27日9时30分在二中院开庭审理，而该案的审判长王智刚曾是轰动一时的“杨佳案”的审判长
00000118,对接下来的操作方向，唐倩表示，在经济弱复苏的背景下，政策走向、通胀水平以及企业盈利情况都值得密切关注,对接下来的操作方向，唐倩表示，在经济弱复苏的背景下，政策走向、通胀水平以及企业盈利情况都值得密切关注
00000119,即日起至2012年12月23日，入住满月岛喜来登，还有情侣按摩、起泡酒、海豚巡游、机场快艇接送、客房欧式早餐及盛宴晚餐等甜蜜豪华礼包赠送，快和您的爱人尽享这次梦想之旅吧,即日起至2012年12月23日，入住满月岛喜来登，还有情侣按摩、起泡酒、海豚巡游、机场快艇接送、客房欧式早餐及盛宴晚餐等甜蜜豪华礼包赠送，快和您的爱人尽享这次梦想之旅吧
00000120,中国人民银行最新数据显示，截至3月末，我国广义货币（M2）余额达103.61万亿元，首次突破百万亿元大关,中国人民银行最新数据显示，截至3月末，我国广义货币（M2）余额达103.61万亿元，首次突破百万亿元大关
00000121,科技说：亚马逊中国海淘的中转自贸模式只征收10%的个人物品行邮税，价格具有很强优势,科技说：亚马逊中国海淘的中转自贸模式只征收10%的个人物品行邮税，价格具有很强优势
00000122,网友“宋宸ManUtd”微博上诉苦说：“一大早坐公交，就要忍受各种包子、馅饼味，骑车冷，开车堵，坐公交吐求求你们别在公交上吃东西”“公交早点族”说：大量时间花在上班路上，没时间在家吃早饭,网友“宋宸ManUtd”微博上诉苦说：“一大早坐公交，就要忍受各种包子、馅饼味，骑车冷，开车堵，坐公交吐求求你们别在公交上吃东西”“公交早点族”说：大量时间花在上班路上，没时间在家吃早饭
00000123,经过联合搜救队的搜索，昨天中午，川南林业局所在的第一组搜救队员在峨边黑竹沟景区“狐狸坪”山下发现疑似失联驴友遗留的帐蓬、水壶、压缩饼干包装袋等物品,经过联合搜救队的搜索，昨天中午，川南林业局所在的第一组搜救队员在峨边黑竹沟景区“狐狸坪”山下发现疑似失联驴友遗留的帐篷、水壶、压缩饼干包装袋等物品
00000124,针对香港水货客依旧活跃的问题，入境处表示将会持续调查违反逗留条件的人士，而港铁发言人称，关于乘客不得携带超过32公斤货物的规定将会延长，并加配人手巡逻以防分货堵塞交通,针对香港水货客依旧活跃的问题，入境处表示将会持续调查违反逗留条件的人士，而港铁发言人称，关于乘客不得携带超过32公斤货物的规定将会延长，并加配人手巡逻以防分货堵塞交通
00000125,来自理柏最新发布的基金透视报告显示，截至1月末，QFII中国A股基金的规模出现正申购，这是近几个月来罕见的正面消息，或许预示，此前紧绷的资金链条出现明显缓解,来自理柏最新发布的基金透视报告显示，截至1月末，QFII中国A股基金的规模出现正申购，这是近几个月来罕见的正面消息，或许预示，此前紧绷的资金链条出现明显缓解
00000126,行业律师普遍认为，高通公司不会对发改委的出发提出上诉,行业律师普遍认为，高通公司不会对发改委的处罚提出上诉
00000127,冬日听蝈蝈虫鸣是老北京人的传统享受，不少市民习惯在羽绒服内藏支葫芦，里头放着蝈蝈边走边听虫鸣，宛如大自然随身听；正因爱好者众，今年北京一只极品蝈蝈喊价高达上万元人民币，贵到足以买台中高阶家庭的音响了,冬日听蝈蝈虫鸣是老北京人的传统享受，不少市民习惯在羽绒服内藏只葫芦，里头放着蝈蝈边走边听虫鸣，宛如大自然随身听；正因爱好者众，今年北京一只极品蝈蝈喊价高达上万元人民币，贵到足以买台中高阶家庭的音响了
00000128,想买腊牛肉竟然要排竟三个小时的队伍,想买腊牛肉竟然要排近三个小时的队伍
00000129,但是这个惯性思维，却在创业板一次次被颠覆，很多投资者对于股东减持又变得不以为然，越减越涨的怪相很多，如掌趣科技、华谊兄弟等,但是这个惯性思维，却在创业板一次次被颠覆，很多投资者对于股东减持又变得不以为然，越减越涨的怪相很多，如掌趣科技、华谊兄弟等
00000130,寰球在海外项目中发现，主流的三维软件都是基于国外同行的工作流程、习惯开发，与中国有非常大的差异,寰球在海外项目中发现，主流的三维软件都是基于国外同行的工作流程、习惯开发，与中国有非常大的差异
00000131,广东佛山中级法院称，上周已裁定，准许债权人提出对广东金型重工有限公司及其4家关联公司进行破产重整的申请,广东佛山中级法院称，上周已裁定，准许债权人提出对广东金型重工有限公司及其4家关联公司进行破产重整的申请
00000132,当地昨日回应，2010年7月9日，石某受贿被判10年，并欠缴赃款17万；同年7月23日，法院因石某患重病，对其监外执行，17万赃款追缴4年未果,当地昨日回应，2010年7月9日，石某受贿被判10年，并欠缴赃款17万；同年7月23日，法院因石某患重病，对其监外执行，17万赃款追缴4年未果
00000133,芮成钢，1995年合肥市的高考文科状元；沈冰，18岁就被保送到浙大学习金融，几个月后又被保送到新加波南洋理工大学；刘芳菲，高考时免试保送到吉林大学外语学院；劳春燕，绍兴文科状元，考进复旦大学新闻系,芮成钢，1995年合肥市的高考文科状元；沈冰，18岁就被保送到浙大学习金融，几个月后又被保送到新加坡南洋理工大学；刘芳菲，高考时免试保送到吉林大学外语学院；劳春燕，绍兴文科状元，考进复旦大学新闻系
00000134,由于7座及以下小型客车免受通行费，预计高速公路车流同比增长40%左右,由于7座及以下小型客车免收通行费，预计高速公路车流同比增长40%左右
00000135,大唐电信与委估技术相关的开发支出约为3.24亿元，而评估值为4.45亿，增值额为1.21亿，增值率为27%,大唐电信与委估技术相关的开发支出约为3.24亿元，而评估值为4.45亿，增值额为1.21亿，增值率为27%
00000136,武汉的大一男生小王暗恋一女同学，数次表白均遭据,武汉的大一男生小王暗恋一女同学，数次表白均遭拒
00000137,这款像素为1200万像素的感光原件的出现绝对是打破垄断的标志,这款像素为1200万像素的感光元件的出现绝对是打破垄断的标志
00000138,夏冬正处医院的用血高峰期，长沙县启动团体预约无偿献血工作，如果单位、团体、社区希望参加无偿献血，可拨打84688112进行预约，血液中心将派车上门采血,夏冬正处医院的用血高峰期，长沙县启动团体预约无偿献血工作，如果单位、团体、社区希望参加无偿献血，可拨打84688112进行预约，血液中心将派车上门采血
00000139,民生人寿相关负责人对网易财经表示，不能将此次费率改革简单的看成是一个利率调整政策，这是还保险公司自主经营权的定价机制改革,民生人寿相关负责人对网易财经表示，不能将此次费率改革简单地看成是一个利率调整政策，这是还保险公司自主经营权的定价机制改革
00000140,有网友评价道：“我都不敢看了，这姑娘穿的真省布,有网友评价道：“我都不敢看了，这姑娘穿得真省布
00000141,这意味着2G网络的老化和升级4G网络，但其尚未制定2G退出的时间表，“移动旗下拥有7.8亿用户，大部分仍在使用2G手机，不增加4G投资则必死”,这意味着2G网络的老化和升级4G网络，但其尚未制定2G退出的时间表，“移动旗下拥有7.8亿用户，大部分仍在使用2G手机，不增加4G投资则必死”
00000142,许仕仁任香港积金局行政总监以及政务司司长期间，涉嫌收受新鸿基地产提供的利益和金钱，金额达数千万港元；并涉嫌向新鸿基提供有关土地开发的机密资料,许仕仁任香港积金局行政总监以及政务司司长期间，涉嫌收受新鸿基地产提供的利益和金钱，金额达数千万港元；并涉嫌向新鸿基提供有关土地开发的机密资料
00000143,记者昨天从渝北区政府获悉，渝北区已为李家花园隧道“治堵”做出了新方案：不再炸掉隧道，而是将李家花园隧道从两车道扩建为三车道，不削平隧道上方的山头，不再建造亮出武陵路片区的“凯旋门”,记者昨天从渝北区政府获悉，渝北区已为李家花园隧道“治堵”做出了新方案：不再炸掉隧道，而是将李家花园隧道从两车道扩建为三车道，不削平隧道上方的山头，不再建造亮出武陵路片区的“凯旋门”
00000144,近期，国家工商总局对今年8月全国部分电视、报纸、广播等媒体发布的医疗、药品、保健食品、化妆品及美容服务类广告进行的监测抽查显示，“消渴降糖片”等15条广告严重违法,近期，国家工商总局对今年8月全国部分电视、报纸、广播等媒体发布的医疗、药品、保健食品、化妆品及美容服务类广告进行的监测抽查显示，“消渴降糖片”等15条广告严重违法
00000145,推特宣布上个月度活跃用户达到了2亿7100万，超过了分析师们之前预计到2亿6700万,推特宣布上个月度活跃用户达到了2亿7100万，超过了分析师们之前预计到2亿6700万
00000146,但与之非常不匹配的，是那句“七亏两平一赚”的股彦,但与之非常不匹配的，是那句“七亏两平一赚”的股彦
00000147,莎木佳派出所民警到场劝说，该女子情绪激动，与警方僵持整整一天，最终在喝农药自杀后被守候的民警控制并送往医院,莎木佳派出所民警到场劝说，该女子情绪激动，与警方僵持整整一天，最终在喝农药自杀后被守候的民警控制并送往医院
00000148,这次为大家送上曲阜-泰安-济南的旅程，巍峨的泰山，多水的济南，书香的曲阜，构成了一个魅力的山东,这次为大家送上曲阜-泰安-济南的旅程，巍峨的泰山，多水的济南，书香的曲阜，构成了一个美丽的山东
00000149,其中需配建130000平方米的限价房，销售限价10000元/平方米；剩余居住用途建筑规模全部建设#自住型商品房#，销售限价16000元/平方米，单套总价控制在200万元以内,其中需配建130000平方米的限价房，销售限价10000元/平方米；剩余居住用途建筑规模全部建设#自住型商品房#，销售限价16000元/平方米，单套总价控制在200万元以内
00000150,松下希望通过将相机生产集中至曾与福岛工场同为重要基地的中国厦门工厂，以提高成本竞争力,松下希望通过将相机生产集中至曾与福岛工厂同为重要基地的中国厦门工厂，以提高成本竞争力
00000151,记者从公安机关获悉，为尽快查清云南晋宁多人失踪案的案情和责任，继5月初派出刑事专家工作组后，公安部又于5月21日派出由公安部领导带队的案件督察组，赴当地开展督办工作,记者从公安机关获悉，为尽快查清云南晋宁多人失踪案的案情和责任，继5月初派出刑事专家工作组后，公安部又于5月21日派出由公安部领导带队的案件督察组，赴当地开展督办工作
00000152,当日多个媒体记者面对遇难女生父母抱头痛苦之时，用摄像机镜头对其进行了直面记录，该,当日多个媒体记者面对遇难女生父母抱头痛哭之时，用摄像机镜头对其进行了直面记录，该
00000153,蛀牙既影响美观有影响健康，我想大多数人都不希望有蛀牙,蛀牙既影响美观又影响健康，我想大多数人都不希望有蛀牙
00000154,李彦宏表示，自己并不在于百度股价下跌，更在乎的是百度对技术的投入和追求,李彦宏表示，自己并不在于百度股价下跌，更在乎的是百度对技术的投入和追求
00000155,然而，跟据国家计生委公布的统计数据，在女性前十位恶性肿瘤死亡率中，乳腺癌死亡率仍在持续攀升,然而，根据国家计生委公布的统计数据，在女性前十位恶性肿瘤死亡率中，乳腺癌死亡率仍在持续攀升
00000156,今年1至5月，已放流达氏鲟、长薄鳅等7种珍稀鱼类5万余尾，为保护长江上游水资源和鱼类资源创造条件,今年1至5月，已放流达氏鲟、长薄鳅等7种珍稀鱼类5万余尾，为保护长江上游水资源和鱼类资源创造条件
00000157,而有网友挖出张雨绮在2011年2月20日，也就是俩人领证前两个月所发的微博，微博写道：“谁是谁老公都是临时工,而有网友挖出张雨绮在2011年2月20日，也就是俩人领证前两个月所发的微博，微博写道：“谁是谁老公都是临时工
00000158,长沙白领徐佳说，“刷屏发祝福，爸爸妈妈们很少拥有这些社交工具，本应该接收祝福的他们根本看不到，转发这类语言似乎成了标榜自己‘孝顺’的幌子,长沙白领徐佳说，“刷屏发祝福，爸爸妈妈们很少拥有这些社交工具，本应该接受祝福的他们根本看不到，转发这类语言似乎成了标榜自己‘孝顺’的幌子
00000159,国务院国资委今日召开中央企业反腐倡廉建设工作会议，国资委主任、党委书记张毅在会议中指出，一些企业和个别领导人员在“四风”方面顶风违纪，侵吞贪污输送挥霍国有资产问题突出，腐败蔓延势头还没有得到有效遏制,国务院国资委今日召开中央企业反腐倡廉建设工作会议，国资委主任、党委书记张毅在会议中指出，一些企业和个别领导人员在“四风”方面顶风违纪，侵吞贪污输送挥霍国有资产问题突出，腐败蔓延势头还没有得到有效遏制
00000160,五四运动时，梁漱溟公开质疑：我们纵然是爱国急公的行为，也不能侵犯他，加暴行于他,五四运动时，梁漱溟公开质疑：我们纵然是爱国急公的行为，也不能侵犯他，加暴行于他
00000161,有传中兴（00763）（深:000063）为西班牙电信营运商JazzTel提供4.5亿欧元卖方信贷，以支援铺设光纤网络的设备供应,有传中兴（00763）（深:000063）为西班牙电信营运商JazzTel提供4.5亿欧元卖方信贷，以支援铺设光纤网络的设备供应
00000162,研发人员将在无人船上配备360度全景摄像头，以便操控团队在虚拟桥现实系统中远程操控船只，直至其到达目的地,研发人员将在无人船上配备360度全景摄像头，以便操控团队在虚拟桥现实系统中远程操控船只，直至其到达目的地
00000163,若果这个料真是她所爆，那只有一种可能——报复+炒作而已,若果这个料真是她所爆，那只有一种可能——报复+炒作而已
00000164,在一些医院妇科，甚至有三五个男实习生给男医生打下手；反而是女患者的家属，被男性止步阻挡在妇科等特殊区域之外，这家属陪伴又从何谈起,在一些医院妇科，甚至有三五个男实习生给男医生打下手；反而是女患者的家属，被男性止步阻挡在妇科等特殊区域之外，这家属陪伴又从何谈起
00000165,人们总是相信自已愿意相信的部分历史,人们总是相信自己愿意相信的部分历史
00000166,随着双汇对美国史密斯菲尔德并购一事的进展逐渐深入，一边厢，双汇国际对美国最大猪商史密斯菲尔德的收购仍在进行中，另一边厢，高盛等国际资本巨头的身影若隐若现,随着双汇对美国史密斯菲尔德并购一事的进展逐渐深入，一边厢，双汇国际对美国最大猪商史密斯菲尔德的收购仍在进行中，另一边厢，高盛等国际资本巨头的身影若隐若现
00000167,广电总局今日通知要求，各类广播电视节目和广告应严格按照规范写法和标准含义使用国家通用语言文字，不得使用或介绍根据网络语言、仿照成语形式生造的词语，如“十动然拒”“人艰不拆”，等等,广电总局今日通知要求，各类广播电视节目和广告应严格按照规范写法和标准含义使用国家通用语言文字，不得使用或介绍根据网络语言、仿照成语形式生造的词语，如“十动然拒”“人艰不拆”，等等
00000168,创世网络，退出天猫，入驻猪八戒网，三个月内成为“猪九戒”和优选服务商,创世网络，退出天猫，入驻猪八戒网，三个月内成为“猪九戒”和优选服务商
00000169,中国民生经济网讯（何存军）今年来，四川资中县水务局依托中央小农水、中小河流防洪综合治理、农村饮水安全、农田水利基本建设四大重点民心工程，开展工作，服务社会，造福百姓，实现了社会效益与生态效益“双赢”,中国民生经济网讯（何存军）今年来，四川资中县水务局依托中央小农水、中小河流防洪综合治理、农村饮水安全、农田水利基本建设四大重点民心工程，开展工作，服务社会，造福百姓，实现了社会效益与生态效益“双赢”
00000170,海通证券：经初步测算，暂停新开融资融券客户信用账户3个月，对公司融资融券业务收入的直接影响不足1千万元人民币，因此，对公司整体经营业绩不构成重大影响,海通证券：经初步测算，暂停新开融资融券客户信用账户3个月，对公司融资融券业务收入的直接影响不足1千万元人民币，因此，对公司整体经营业绩不构成重大影响
00000171,数据显示，今年1月1日至1月13日，十余天以来，按照公告日期来看，已有34家上市公司49位股东75次进行增持，共涉及金额16.95亿元,数据显示，今年1月1日至1月13日，十余天以来，按照公告日期来看，已有34家上市公司49位股东75次进行增持，共涉及金额16.95亿元
00000172,李汴生称，食品安全报道要强调“度”，过于细节化地描写劣质食品加工、渲染肮脏不堪的加工环境等，容易激化社会矛盾、夸大食品危害等,李汴生称，食品安全报道要强调“度”，过于细节化地描写劣质食品加工、渲染肮脏不堪的加工环境等，容易激化社会矛盾、夸大食品危害等
00000173,报告并指出，年内中国货币政策将维持中性基调，但受自底而上的利率市场化进程影响，年内货币市场利率和债券收益率可能普遍上涨,报告并指出，年内中国货币政策将维持中性基调，但受自底而上的利率市场化进程影响，年内货币市场利率和债券收益率可能普遍上涨
00000174,江苏徐州张大姐一家经纪状况不好，靠丈夫打工维持生计，不料家里还是进了小偷，更意想不到的是小偷不仅没偷到东西，还留下了200元和一张字条：不好意思，你家真是一贫如洗，是我从未遇到过的，这200元你拿去换锁吧,江苏徐州张大姐一家经济状况不好，靠丈夫打工维持生计，不料家里还是进了小偷，更意想不到的是小偷不仅没偷到东西，还留下了200元和一张字条：不好意思，你家真是一贫如洗，是我从未遇到过的，这200元你拿去换锁吧
00000175,尽管一再宣称统一对待，但面对多位副部级央企时，仍显得底气不足,尽管一再宣称统一对待，但面对多位副部级央企时，仍显得底气不足
00000176,即将涉足的并购、债权及证券投资基金都是为了在帮助已投企业成长同时给自己解套,即将涉足的并购、债券及证券投资基金都是为了在帮助已投企业成长同时给自己解套
00000177,成人用品销售商为做推广，竟在大学校园里和女生寝室楼下向路过的女生免费发放胡萝卜，胡萝卜上栓有一张卡片，内容是某成人用品广告,成人用品销售商为做推广，竟在大学校园里和女生寝室楼下向路过的女生免费发放胡萝卜，胡萝卜上栓有一张卡片，内容是某成人用品广告
00000178,因为这时候转入的资金是第二天就可以确认，第三天你就能在账户看到收益，而如果在15：00以后，确认会推迟一天，并且周末转入的会在下周工作时间才确认;一旦得到确认的金额，即使周末也有受益,因为这时候转入的资金是第二天就可以确认，第三天你就能在账户看到收益，而如果在15：00以后，确认会推迟一天，并且周末转入的会在下周工作时间才确认;一旦得到确认的金额，即使周末也有收益
00000179,看看这些色彩兵纷的糖果，那一款是你的最爱,看看这些色彩缤纷的糖果，哪一款是你的最爱
00000180,依照流程，首次公开发行股票的审核工作流程分为受理、见面会、问核、反馈会、预先披露、初审会、发审会、封卷、会后事项、核准发行等主要环节，分别由不同处室负责，相互配合、相互制约,依照流程，首次公开发行股票的审核工作流程分为受理、见面会、问核、反馈会、预先披露、初审会、发审会、封卷、会后事项、核准发行等主要环节，分别由不同处室负责，相互配合、相互制约
00000181,近日，武汉某中学下课后，30多名男生冲进厕所，但不为方便，而是拿出手机，蹲在地上开始上网……原来一学生在厕所附近搜到了wifi信号，迅速下载软件破解了密码……学校对此很无奈，“老师不能总守在厕所啊,近日，武汉某中学下课后，30多名男生冲进厕所，但不为方便，而是拿出手机，蹲在地上开始上网……原来一学生在厕所附近搜到了wifi信号，迅速下载软件破解了密码……学校对此很无奈，“老师不能总守在厕所啊
00000182,继内地券商中州证券（中原）去年在香港上市以后，又有多家券商拟在香港发行H股，广发证券首当其冲，已经向港交所递交上市申请，有望成为年内首只较大型的新股，集资金额约为10亿美元,继内地券商中州证券（中原）去年在香港上市以后，又有多家券商拟在香港发行H股，广发证券首当其冲，已经向港交所递交上市申请，有望成为年内首只较大型的新股，集资金额约为10亿美元
00000183,今日，西藏扎达县人民法院依法以杀害珍贵、濒危野生动物罪判处被告人陈海生有期徒刑年三年零六个月，处罚金8万；判处被告人李明有期徒刑一年，处罚金2万,今日，西藏扎达县人民法院依法以杀害珍贵、濒危野生动物罪判处被告人陈海生有期徒刑年三年零六个月，处罚金8万；判处被告人李明有期徒刑一年，处罚金2万
00000184,美国中文网报道，英国《每日邮报》称，当美国总统奥巴马发表演讲时，提词机不再身边，将会发生什么事情,美国中文网报道，英国《每日邮报》称，当美国总统奥巴马发表演讲时，提词机不在身边，将会发生什么事情
00000185,迫于生态环境恶化的严竣形势，中国首度将PM2.5作为考核地方政府的硬性指标,迫于生态环境恶化的严峻形势，中国首度将PM2.5作为考核地方政府的硬性指标
00000186,海南省将从10月28日起在全省范围内开展为期一个月的机动车驾驶培训市场专项整治，重点整治虚假培训、擅自涨价加价、巧立明目收费、教练员敲诈学员等行为，刹住海南省驾培市场行业不正之风,海南省将从10月28日起在全省范围内开展为期一个月的机动车驾驶培训市场专项整治，重点整治虚假培训、擅自涨价加价、巧立名目收费、教练员敲诈学员等行为，刹住海南省驾培市场行业不正之风
00000187,延安拟投资50.9亿元对红色革命旧址十大景区进行规划建设，包括枣园、杨家岭、王家坪、宝塔山、清凉山、凤凰山、南泥湾、抗小遗址、桥沟鲁艺旧址、西北局旧址景区，总规划面积2079.3公顷,延安拟投资50.9亿元对红色革命旧址十大景区进行规划建设，包括枣园、杨家岭、王家坪、宝塔山、清凉山、凤凰山、南泥湾、抗小遗址、桥沟鲁艺旧址、西北局旧址景区，总规划面积2079.3公顷
00000188,迭代器、生成表达式、生成器等——这章有关Python中被认为高级的特性，就是说并不是每个语言都有的，也是说它们可能在更复杂的程序或库中更有用，但不是说特别特殊或特别复杂,迭代器、生成表达式、生成器等——这章有关Python中被认为高级的特性，就是说并不是每个语言都有的，也是说它们可能在更复杂的程序或库中更有用，但不是说特别特殊或特别复杂
00000189,波士顿警察局长埃德·戴维斯证实称，爆炸案2号嫌犯焦哈尔·特萨尔纳伊夫曾驾驶越野车将哥哥塔梅兰轧死，以防其被活捉,波士顿警察局长埃德·戴维斯证实称，爆炸案2号嫌犯焦哈尔·特萨尔纳伊夫曾驾驶越野车将哥哥塔梅兰轧死，以防其被活捉
00000190,央行4月22日公布的最新数据显示，3月末金融机构外汇占款余额270687.35亿元，新增2363.02亿元，较2月份2954亿元的规模微幅下降,央行4月22日公布的最新数据显示，3月末金融机构外汇占款余额270687.35亿元，新增2363.02亿元，较2月份2954亿元的规模微幅下降
00000191,刘志军滥用职权帮助北京博宥董事长丁羽心获取巨额非法利益，对铁路系统严重腐败问题负主要领导责任,刘志军滥用职权帮助北京博宥董事长丁羽心获取巨额非法利益，对铁路系统严重腐败问题负主要领导责任
00000192,全世界大概有500万人在用瑞典斯德哥尔摩环境研究所（SEI）的生态旱厕，鄂尔多斯大兴生态小区是其350个不同的项目中，规模和投资最大的一个城市社区,全世界大概有500万人在用瑞典斯德哥尔摩环境研究所（SEI）的生态旱厕，鄂尔多斯大型生态小区是其350个不同的项目中，规模和投资最大的一个城市社区
00000193,文中提到的前华为人，都是毕业不久就加入华为，二十多岁黄金工作期在华为渡过，或者在华为工作五年以上的员工,文中提到的前华为人，都是毕业不久就加入华为，二十多岁黄金工作期在华为度过，或者在华为工作五年以上的员工
00000194,香港铜锣湾崇光百货国庆特别折扣，精选了寰宇服装及皮具配饰类，全部低至2折，品牌齐全，任君选择,香港铜锣湾崇光百货国庆特别折扣，精选了寰宇服装及皮具配饰类，全部低至2折，品牌齐全，任君选择
00000195,当地时间26日下午，德国总理默克尔将为到访的中国国务院总理李克强举行欢迎仪式，两国领导人将会谈、共同出席有关文件的签证仪式、共见记者,当地时间26日下午，德国总理默克尔将为到访的中国国务院总理李克强举行欢迎仪式，两国领导人将会谈、共同出席有关文件的签证仪式、共见记者
00000196,冯先生说自己今年9月份租房到期后，中介公司以还有8000元水费未结清为由拒绝退还押金,冯先生说自己今年9月份租房到期后，中介公司以还有8000元水费未结清为由拒绝退还押金
00000197,截至收盘，沪指涨26.14点，报2630.49点，涨幅1%，成交额3390亿元；深成指涨96.65点，报8860.43点，涨幅1.10%，成家额2795亿元；创业板涨9.19点,截至收盘，沪指涨26.14点，报2630.49点，涨幅1%，成交额3390亿元；深成指涨96.65点，报8860.43点，涨幅1.10%，成交额2795亿元；创业板涨9.19点
00000198,这或许将成为区别与微信之外的手机端新入口，,这或许将成为区别于微信之外的手机端新入口，
00000199,据台湾TVBS、中天等多家电视台23日最新报道，正值赏花季节，但在台北阳明山平菁街106巷内，一名年约40岁的男性大陆游客，却不小心失足坠落山谷，不治身亡，消防队员吊挂遗体当中,据台湾TVBS、中天等多家电视台23日最新报道，正值赏花季节，但在台北阳明山平菁街106巷内，一名年约40岁的男性大陆游客，却不小心失足坠落山谷，不治身亡，消防队员吊挂遗体当中
00000200,世界气象组织20日在日内瓦发布的《2011年温室气体公报》称，2011年大气温室气体浓度创新高，当年所有长期温室气体的总辐射强迫相当于百万分之473的二氧化碳当量，比1990年的水平增加了30%,世界气象组织20日在日内瓦发布的《2011年温室气体公报》称，2011年大气温室气体浓度创新高，当年所有长期温室气体的总辐射强迫相当于百万分之473的二氧化碳当量，比1990年的水平增加了30%
00000201,继五粮液5月调低52度普五出厂价后，国窖1573在迅速跟进,继五粮液5月调低52度普五出厂价后，国窖1573在迅速跟进
00000202,目前信息安全有银监会为主在抓；人民银行则重点在软件的运营安全仿冒方面,目前信息安全由银监会为主在抓；人民银行则重点在软件的运营安全仿冒方面
00000203,宋冬野、阿肆凭着《董小姐》和《我在人民广场吃炸鸡》两首歌红遍大江南北，分别出身于北京、上海的两人，日前联袂来台于“摇滚办桌”开唱，宋冬野4月1日在LEGACY即将举行的个唱门票更已秒杀完售,宋冬野、阿肆凭着《董小姐》和《我在人民广场吃炸鸡》两首歌红遍大江南北，分别出身于北京、上海的两人，日前联袂来台于“摇滚办桌”开唱，宋冬野4月1日在LEGACY即将举行的个唱门票更已秒杀完售
00000204,据了解，上野晃容涉嫌于当地时间17日下午3时左右，在东京一家漫画店偷拍自己亲生女儿的裙底照片,据了解，上野晃容涉嫌于当地时间17日下午3时左右，在东京一家漫画店偷拍自己亲生女儿的裙底照片
