id,src,tgt
oa00000132,据市交通委相关负责人介绍，北京站站前街地区受整体道路条什所限，存在交通基础设施不足等句题，影响居民和来京旅容的出行。,据市交通委相关负责人介绍，北京站站前街地区受整体道路条件所限，存在交通基础设施不足等问题，影响居民和来京旅客的出行。
oa00000133,根据以色列《国家报》报道，牛顿在十七世纪中是最知名的科学家和数学家之一，他同时也是一位非常虔诚的基督徒。,根据以色列《国家报》报道，牛顿在十七世纪中是最知名的科学家和数学家之一，他同时也是一位非常虔诚的基督徒。
oa00000134,拍卖单位应当在赃物拍卖完毕五天内将赃物拍卖款移送委托单位，上交同级国库。,拍卖单位应当在赃物拍卖完毕五天内将赃物拍卖款移送委托单位，上交同级国库。
oa00000135,宽过规整的庙前区广场，清澈如镜的印池，古朴壮观的轩辕桥在一面面黄龙旗应慎下显得分外雄伟庄严。,宽阔规整的庙前区广场，清澈如镜的印池，古朴壮观的轩辕桥在一面面黄龙旗映衬下显得分外雄伟庄严。
oa00000136,战争和贫穷，暴力和罪恶仍在肆虐，有的甚至以宗数的名义进行。,战争和贫穷，暴力和罪恶仍在肆虐，有的甚至以宗教的名义进行。
oa00000137,他们又派一队人登上岸，去弯着弓弩箭头朝准小船，不让船里的人能有一个逃上岸去。,他们又派一队人登上岸，去弯着弓弩箭头朝准小船，不让船里的人能有一个逃上岸去。
oa00000138,如果循此线索加以探讨，可以发现不少过去被有意掩盖了的历史真相。,如果循此线索加以探讨，可以发现不少过去被有意掩盖了的历史真相。
oa00000139,商减人员随机开箱抽样检验发现十五片中有十二片为劣质板。,商检人员随机开箱抽样检验发现十五片中有十二片为劣质板。
oa00000140,2007年高校权生录取工作即怜陆续展开，教育部有关负责人19日强调，有关部行和学校要严格执行招生计划和录取标准，严禁利用调整计划“做文章”。,2007年高校招生录取工作即将陆续展开，教育部有关负责人19日强调，有关部门和学校要严格执行招生计划和录取标准，严禁利用调整计划“做文章”。
oa00000141,都用草帽或胳膊肘护着碗，列列切切穿过烂泥塘般的院子跑回自己的宿舍去了。,都用草帽或胳膊肘护着碗，趔趔趄趄穿过烂泥塘般的院子跑回自己的宿舍去了。
oa00000142,设计部门根据节假日最大客流、无障碍设施等综合因素细化了站东街人行过街天桥设计方案。,设计部门根据节假日最大客流、无障碍设施等综合因素细化了站东街人行过街天桥设计方案。
oa00000143,赵高是第一流的书法家、文字学家，也是情通法律的人才。他体魄高大强兆，骑术精湛，武艺非同寻常，是秦帝国宫廷中不可多得的文武双全的人才。,赵高是第一流的书法家、文字学家，也是精通法律的人才。他体魄高大强壮，骑术精湛，武艺非同寻常，是秦帝国宫廷中不可多得的文武双全的人才。
oa00000144,他们的骨量低，而且骨丢失的速度更快。这种骨丢失可能就是酒粒对骨作用的直接后果。配酒也增加了跌倒的机会，更容易骨诉。,他们的骨量低，而且骨丢失的速度更快。这种骨丢失可能就是酒精对骨作用的直接后果。酗酒也增加了跌倒的机会，更容易骨折。
oa00000145,特别是2006年7月1日青藏铁路的开通，极大地改善了进出藏的交通条件，为西藏旅游业的快速发展提供了浪好的外部条件。2006年，西藏共接待国内外游客251万人次，其中，接侍海外旅游人数15万人次。,特别是2006年7月1日青藏铁路的开通，极大地改善了进出藏的交通条件，为西藏旅游业的快速发展提供了良好的外部条件。2006年，西藏共接待国内外游客251万人次，其中，接待海外旅游人数15万人次。
oa00000146,至于厅堂或者楼台，只能旁观不可把玩，给人以渐稳凝重，气宇轩昂的震撼力。,置于厅堂或者楼台，只能旁观不可把玩，给人以坚稳凝重，气宇轩昂的震撼力。
oa00000147,柳倩等著名书画家应邀前往幼儿园，与艺术班的儿童们同桌挥毫泼墨，传说技艺。,柳倩等著名书画家应邀前往幼儿园，与艺术班的儿童们同桌挥毫泼墨，传授技艺。
oa00000148,发射约二十分钟后，飞行样机打开降落伞，降落在北纬二十八度五十一分，东经一百四十三度四十分的太平洋海面上。,发射约二十分钟后，飞行样机打开降落伞，降落在北纬二十八度五十一分，东经一百四十三度四十分的太平洋海面上。
oa00000149,柳宗夏现年六十岁，五十年代进入韩外务部工作，一九九四年十二月任外交安保首席秘书。,柳宗夏现年六十岁，五十年代进入韩外务部工作，一九九四年十二月任外交安保首席秘书。
oa00000150,春天，我和小伙伴摘下些硬生柿子，在埝畔上挖开炉子，用柴禾烧着吃，一个个都吃得成了黑嘴巴，涩得直嘴牙根儿。,春天，我和小伙伴摘下些硬生柿子，在埝畔上挖开炉子，用柴禾烧着吃，一个个都吃得成了黑嘴巴，涩得直嚼牙根儿。
oa00000151,去年底有关上海即将放松限购政策的传言，让市场对一线城市全面退出限购令产生期待，今年一线城市放松限购的可能性是存在的，全面取消的可能性不大。,去年底有关上海即将放松限购政策的传言，让市场对一线城市全面退出限购令产生期待，今年一线城市放松限购的可能性是存在的，全面取消的可能性不大。
oa00000152,央行连续降息降准以及营业税免征期五年改两年等楼市利好政策频出，降低了购房者的买房成本与贷款难度，刺激了改善型需求入市。,央行连续降息降准以及营业税免征期五年改两年等楼市利好政策频出，降低了购房者的买房成本与贷款难度，刺激了改善型需求入市。
oa00000153,因为表现性，绘画往往一形象隐喻而阻塞我们对某件作品的深度认识。,因为表现性，绘画往往因形象隐喻而阻塞我们对某件作品的深度认识。
oa00000154,它能探知因烟雾，火焰障碍而无法用肉眼观察到的物体情况。,它能探知因烟雾，火焰障碍而无法用肉眼观察到的物体情况。
oa00000155,日本三得利公司日前宣布开发出一种利用植物净化水质的新方法，这一办法就是改造蓝翅蝴草基因，大量地吸收水中的磷。,日本三得利公司日前宣布开发出一种利用植物净化水质的新方法，这一办法就是改造蓝翅蝴草基因，大量地吸收水中的磷。
oa00000156,据了屏，戴克集团目前在中国有四个子公司，号外还有三个合资项目。,据了解，戴克集团目前在中国有四个子公司，另外还有三个合资项目。
oa00000157,与此同时、商业、信息业、咨询业、旅游业、广告业等也有较大的发展。,与此同时、商业、信息业、咨询业、旅游业、广告业等也有较大的发展。
oa00000158,在股市大幅震荡的环境下预计第三季度将陆续有部分股市资金城规楼市，但下半年的楼市能是否能回到快速上升通道依然存在变数。,在股市大幅震荡的环境下预计第三季度将陆续有部分股市资金重归楼市，但下半年的楼市能是否能回到快速上升通道依然存在变数。
oa00000159,许玉霞，王媛，崔颖和刘东在下午的女子一千五百米预赛后都汗流满面，但总算提示决赛。,许玉霞，王媛，崔颖和刘东在下午的女子一千五百米预赛后都汗流满面，但总算跻身决赛。
oa00000160,它将于2013年搂替退你的哈勃望远镜，帮助科学家观察宇宙诞生后形成首批星系。,它将于2013年接替退休的哈勃望远镜，帮助科学家观察宇宙诞生后形成首批星系。
oa00000161,南沙得益于自贸区挂牌的利好，各类物业成交量均上升，无论是开发商或是购房者都对南沙市未来的发展抱着极大的期望。,南沙得益于自贸区挂牌的利好，各类物业成交量均上升，无论是开发商或是购房者都对南沙市未来的发展抱着极大的期望。
oa00000162,其形状如狼牙交错，当地百姓叫它狼牙坝，音孔不多怪，又称它魔鬼谷。,其形状如狼牙交错，当地百姓叫它狼牙坝，因恐怖多怪，又称它魔鬼谷。
oa00000163,除家用个体餐饮用冰柜外，商业用冷藏冷冻陈列柜等专业用产品，也有相当大的市场。,除家用个体餐饮用冰柜外，商业用冷藏冷冻陈列柜等专业用产品，也有相当大的市场。
oa00000164,那一长溜卖吃食的她方更是热闹。,那一长溜卖吃食的地方更是热闹。
oa00000165,勘探表明它是国内少有的银金共生矿，品位高，易采易选，也是我国首家集采矿，选矿，冶炼为一体的银矿。,勘探表明它是国内少有的银金共生矿，品位高，易采易选，也是我国首家集采矿，选矿，冶炼为一体的银矿。
oa00000166,有时成群结队地捕猎凶猛高大的野兽；有时同木样扒开鼠洞，捕英成窝的小老鼠，也有时两于空空，收获基少，只能忍饥挨饿。,有时成群结队地捕猎凶猛高大的野兽；有时用木棒扒开鼠洞，捕获成窝的小老鼠，也有时两手空空，收获甚少，只能忍饥挨饿。
oa00000167,河南巩县百花彩印厂非法印刷西安太阳食品集团商标的包装物长达一年之久。,河南巩县百花彩印厂非法印刷西安太阳食品集团商标的包装物长达一年之久。
oa00000168,他们明确提出，既要堵住洪水的决口，又要抓好防疫防病，决不能让没有被洪水吞没的生命被瘟疫夺去。,他们明确提出，既要堵住洪水的决口，又要抓好防疫防病，决不能让没有被洪水吞没的生命被瘟疫夺去。
oa00000169,从宁波买来的比赛用球并有多半是训练用球，弹性和耐久性都难以达到比赛要求。,从宁波买来的比赛用球竟有多半是训练用球，弹性和耐久性都难以达到比赛要求。
oa00000170,国务院林业行政主管部门主管全国林区内野生植物和林区外珍贵野生树木的监督管理工作。,国务院林业行政主管部门主管全国林区内野生植物和林区外珍贵野生树木的监督管理工作。
oa00000171,兰州市环境监理的监控中心的工作人员告诉记者，目前还没有更好的办法控制此类现象的发生，市政管理单位已经着手对黄河边的排洪道进行规划，经过改违后排洪道污水将统一输送到安宁污水厂进行处理。,兰州市环境监理的监控中心的工作人员告诉记者，目前还没有更好的办法控制此类现象的发生，市政管理单位已经着手对黄河边的排洪道进行规划，经过改造后排洪道污水将统一输送到安宁污水厂进行处理。
oa00000172,然而，仓满囤流的花生并没有给农民带来多少喜悦，时下，我县约有五万吨花生膝盖外销。,然而，仓满囤流的花生并没有给农民带来多少喜悦，时下，我县约有五万吨花生亟待外销。
oa00000173,四川美术学院群体阵营好大、风格多样，成为本届艺术博览会的第一大景观。,四川美术学院群体阵营浩大、风格多样，成为本届艺术博览会的第一大景观。
oa00000174,此前，保监会新闻发言人袁力表示，根据实际情况，可能会对基础费率做出调整。,此前，保监会新闻发言人袁力表示，根据实际情况，可能会对基础费率做出调整。
oa00000175,海口市公安局刑珍处于五月十二日将顶风抢劫作案的六名代徒一网打尽，并当场缴获一批赃款赃物。,海口市公安局刑侦处于五月十二日将顶风抢劫作案的六名歹徒一网打尽，并当场缴获一批赃款赃物。
oa00000176,据美国《防务新闻》网站报道，日前，负表亚太事务的美国防部副部长理查德·劳利斯带领美军高级将领参加了美众议院武装部队委员会举行的听证会。,据美国《防务新闻》网站报道，日前，负责亚太事务的美国防部副部长理查德·劳利斯带领美军高级将领参加了美众议院武装部队委员会举行的听证会。
oa00000177,做面的更有趣了，双手拉着柔韧的面条儿，又是甩，又是拽，顷刻间，面条儿变成了一把细长的银丝。,做面的更有趣了，双手拉着柔韧的面条儿，又是甩，又是拽，顷刻间，面条儿变成了一把细长的银丝。
oa00000178,取代的多是赣闽粤名瓷厂生产的薄白瓷小杯，小巧玲珑状如半个乒乓球大小，三个背叠起可含于口而不露。,取代的多是赣闽粤名瓷厂生产的薄白瓷小杯，小巧玲珑状如半个乒乓球大小，三个杯叠起可含于口而不露。
oa00000179,“青春痘”医学上称之为痤疮，是青年男女常见的一种慢性皮肤病。它一般发生在青春发家期。人体的肾上脉和生殖腺产生大量的性激青，促使皮脂分泌旺盛。,“青春痘”医学上称之为痤疮，是青年男女常见的一种慢性皮肤病。它一般发生在青春发育期。人体的肾上腺和生殖腺产生大量的性激素，促使皮脂分泌旺盛。
oa00000180,待夜晚健身，月出于东山，月华擦亮小湖，映入水中的月辉如玉盘。,待夜晚渐深，月出于东山，月华擦亮小湖，映入水中的月辉如玉盘。
oa00000181,如图所示，罗本岛应被宣布为一处世界遗产。,如同所示，罗本岛应被宣布为一处世界遗产。
oa00000182,目前，洞庭湖区乙有234家造纸企业被关闭，洞庭湖水质已经初步好转。,目前，洞庭湖区已有234家造纸企业被关闭，洞庭湖水质已经初步好转。
oa00000183,在省公安厅发现这个问题，并一再向洪永林提出警告时，洪永林仍置若罔闻，变本加厉。,在省公安厅发现这个问题，并一再向洪永林提出警告时，洪永林仍置若罔闻，变本加厉。
oa00000184,暑期将至，又是一个旅游旺季的开始。,暑期将至，又是一个旅游旺季的开始。
oa00000185,中国除个别运动员与外国选手组队参加双打预选赛外，军将直接进入正赛。,中国除个别运动员与外国选手组队参加双打预选赛外，均将直接进入正赛。
oa00000186,全国双拥模范城徐州市相继推出拥军优属特别服务项目，驻军官兵也开展义务便民服务。,全国双拥模范城徐州市相继推出拥军优属特别服务项目，驻军官兵也开展义务便民服务。
oa00000187,绿地在确定转型战略之后，加速进行金融牌照的收购工作，未来绿地地产宝将不仅仅局限于绿地的自有项目，而是要建设成为互联网房地产金融平台。,绿地在确定转型战略之后，加速进行金融牌照的收购工作，未来绿地地产宝将不仅仅局限于绿地的自有项目，而是要建设成为互联网房地产金融平台。
oa00000188,有的人茶叶资料，美缝有转播爱国主义影视片节目时争相观看，完全达到了预期目的。,有的人查阅资料，每逢有转播爱国主义影视片节目时争相观看，完全达到了预期目的。
oa00000189,有人把这种状况概括为大紧，越打越深，泵越换越大，钱越花越多，水越抽越少。,有人把这种状况概括为打井，越打越深，泵越换越大，钱越花越多，水越抽越少。
oa00000190,目前除了医疗人员外，禁止其他任何人出入部落。,目前除了医疗人员外，禁止其他任何人出入部落。
oa00000191,我国特有的“国宝”植物崖柏己被宣布消失了100多年。,我国特有的“国宝”植物崖柏已被宣布消失了100多年。
oa00000192,好容易盼来一位，望望这一片荒芜又种身而去。,好容易盼来一位，望望这一片荒芜又转身而去。
oa00000193,然而面对这桩有准备，有预谋的血案，法医鉴定后确认为死者系跌倒碰撞硬物质死。,然而面对这桩有准备，有预谋的血案，法医鉴定后却认为死者系跌倒碰撞硬物致死。
oa00000194,近日，北方民族大学与上海古籍出版社再次联手推出《法藏敦煌西夏文献》，至此，流失海外的重要民族文献之一的西夏文献已几乎全部回归祖国。,近日，北方民族大学与上海古籍出版社再次联手推出《法藏敦煌西夏文献》，至此，流失海外的重要民族文献之一的西夏文献已几乎全部回归祖国。
oa00000195,据日本《东京新闻》网站22日报道，日本研究人员从十字花科植物拟南芥中选取一些和吸收、蓄积磷密切相关的基因，将其“移植”到蓝翅蝴蝶草中。,据日本《东京新闻》网站22日报道，日本研究人员从十字花科植物拟南芥中选取一些和吸收、蓄积磷密切相关的基因，将其“移植”到蓝翅蝴蝶草中。
oa00000196,新学年伊始，湖北省阳新县希望小学民办教师王月娥滑至崭新的小木船来接学生上学。,新学年伊始，湖北省阳新县希望小学民办教师王月娥划着崭新的小木船来接学生上学。
oa00000197,行业情况是：农业，运书，有电通信业投资增长较快，而能源工业投资增速放慢。,行业情况是：农业，运输，邮电通信业投资增长较快，而能源工业投资增速放慢。
oa00000198,南沙之夜，他望着月色下的波涛，惦记着千里之遥的江淮摘民，彻夜未眠。,南沙之夜，他望着月色下的波涛，惦记着千里之遥的江淮灾民，彻夜未眠。
oa00000199,5月，是新疆天山草场返青、牛羊长膘之时，距离温泉县城30公里的库克它乌草场，是兵团88团最优质的幸场。,5月，是新疆天山草场返青、牛羊长膘之时，距离温泉县城30公里的库克它乌草场，是兵团88团最优质的草场。
oa00000200,万县市的毛巾床单厂，拉丝制钉厂，日化厂等二十四家企业已先后完成了搬迁。,万县市的毛巾床单厂，拉丝制钉厂，日化厂等二十四家企业已先后完成了搬迁。
oa00000201,和你恋爱与和别的人恋爱对于她来说有什么区别？你撇撇嘴恶顿的这样想。,和你恋爱与和别的人恋爱对于她来说有什么区别？你撇撇嘴恶毒地这样想。
oa00000202,傅长江只是本能地伸出右脚，承接五十斤重的钢铸铅灌的弹头。他本能地觉得血肉的脚板比水泥的地面柔软，本能地觉得五十斤重的弹头经过也脚西的缓冲，有可能避免那血肉横飞的惨相。,傅长江只是本能地伸出右脚，承接五十斤重的钢铸铅灌的弹头。他本能地觉得血肉的脚板比水泥的地面柔软，本能地觉得五十斤重的弹头经过他脚面的缓冲，有可能避免那血肉横飞的惨相。
oa00000203,记者近日从齐齐哈尔市气象局获悉，为期5年的中国第一个生态湿地气象站建设已基本完成。,记者近日从齐齐哈尔市气象局获悉，为期5年的中国第一个生态湿地气象站建设已基本完成。
oa00000204,这时候我一点睡意也没有了，紧紧拉着马缰绳，大青马叫便更厉害，我从来没见它像这样胆小，浑身打哆嗦。,这时候我一点睡意也没有了，紧紧拉着马缰绳，大青马叫得更厉害，我从来没见它像这样胆小，浑身打哆嗦。
oa00000205,网友们会在这里过论关于iPad各种千奇百怪的问题，而且讨论的范围和数量远远超过了苹果公司官方网站的害置。,网友们会在这里讨论关于iPad各种千奇百怪的问题，而且讨论的范围和数量远远超过了苹果公司官方网站的容量。
oa00000206,一个数万人的大企业，肯定唐红卧虎，要让能人脱颖而出，为此业发展贡现才华。,一个数万人的大企业，肯定藏龙卧虎，要让能人脱颖而出，为企业发展贡献才华。
oa00000207,她是一株秀美挺拔昂扬的木棉树，因为拥有橡树的爱情和高远的天空，显得格外迷人。,她是一株秀美挺拔昂扬的木棉树，因为拥有橡树的爱情和高远的天空，显得格外迷人。
oa00000208,一九九三年台湾茶饮料销售额达五亿美元，是各类饮料中增幅最快的产品。,一九九三年台湾茶饮料销售额达五亿美元，是各类饮料中增幅最快的产品。
oa00000209,这也回击了那些攻击中医不科学、中医有毒等等种种不实之间。,这也回击了那些攻击中医不科学、中医有毒等等种种不实之词。
oa00000210,由购物导报社与北京雅梦婷装饰公司联合创办的红玫瑰优惠券专利将于七月下旬在京推出。,由购物导报社与北京雅梦婷装饰公司联合创办的红玫瑰优惠券专利将于七月下旬在京推出。
oa00000211,毛振元文学赶来，安慰说：别着急，学校虽穷但就是砸锅卖铁也要为蔡老师制好病。,毛振元闻讯赶来，安慰说：别着急，学校虽穷但就是砸锅卖铁也要为蔡老师治好病。
oa00000212,据了解，崖柏生长于700米至2100米的山上，是世界“活化石”物种之一，生长速度极慢。,据了解，崖柏生长于700米至2100米的山上，是世界“活化石”物种之一，生长速度极慢。
oa00000213,新华社南宁一月二十六日电，铁道运营财务会计通用软件系列在柳州铁路局研制成功。,新华社南宁一月二十六日电，铁道运营财务会计通用软件系列在柳州铁路局研制成功。
oa00000214,有人指出，对诈骗行为应该严厉打击，原货不仅要如数追回，还应追究额外显示赔偿。,有人指出，对诈骗行为应该严厉打击，原货不仅要如数追回，还应追究额外损失赔偿。
oa00000215,和日本的“奥姆真理教”、乌干达的“恢复上帝十诫运动”一样，它在中国造成了1000多人死于非命。,和日本的“奥姆真理教”、乌干达的“恢复上帝十诫运动”一样，它在中国造成了1000多人死于非命。
oa00000216,除了这个养牛场，我还扶持了一百二十个养牛专业户，您刚才看过的李长远和李长江两家就是其中之一。,除了这个养牛场，我还扶持了一百二十个养牛专业户，您刚才看过的李长远和李长江两家就是其中之一。
oa00000217,和两眼发黑双手松软，我只好挂着一档往前蹭，气得跟在我后面的汽车一个劲按喇叭。,可两眼发黑双手松软，我只好挂着一档往前蹭，气得跟在我后面的汽车一个劲按喇叭。
oa00000218,为保证计划调整工作服看进厅，各省级招办应在批次录取开始前，向有关高等校及时提供生源统计情况。,为保证计划调整工作顺利进行，各省级招办应在批次录取开始前，向有关高等校及时提供生源统计情况。
oa00000219,我们不仅拍摄了三望冲的预警和近景，还特别拍摄了从三望冲伸延而出的这条蜿蜒泥泞的小路。,我们不仅拍摄了三望冲的远景和近景，还特别拍摄了从三望冲伸延而出的这条蜿蜒泥泞的小路。
oa00000220,我把他的称赞稀饭咸菜的标准牛津味儿的英语，录到了何带上，放给高佻儿子听。,我把他的称赞稀饭咸菜的标准牛津味儿的英语，录到了盒带上，放给高佻儿子听。
oa00000221,前面出了什么事呢？有野兽吗？我一面往前看，一面从抢套里摸出左轮手枪。,前面出了什么事呢？有野兽吗？我一面往前看，一面从枪套里摸出左轮手枪。
oa00000222,眼下楼越盖越高越盖越多越盖越漂亮，可盖楼的人心里却是越来越没底儿了。,眼下楼越盖越高越盖越多越盖越漂亮，可盖楼的人心里却是越来越没底儿了。
oa00000223,放眼望去，永定河两旁人声鼎沸，彩旗飘扬，推土机，挖土机，运土机正紧张地忙碌着。,放眼望去，永定河两旁人声鼎沸，彩旗飘扬，推土机，挖土机，运土机正紧张地忙碌着。
oa00000224,经过10年的发展，欧莱雅中国已经拥有16个国际和国内知名品牌。,经过10年的发展，欧莱雅中国已经拥有16个国际和国内知名品牌。
oa00000225,巴西国家印第安基金会1日说，研究人员最近在亚马孙雨林中发现一个从未和西方文明有过接触的印第安部落。,巴西国家印第安基金会1日说，研究人员最近在亚马孙雨林中发现一个从未和西方文明有过接触的印第安部落。
oa00000226,教书育人，要把德育有机地渗透与治育之中，努力做到德育和治育的统一。,教书育人，要把德育有机地渗透于智育之中，努力做到德育和智育的统一。
oa00000227,扎依采夫品牌的时装不仅女装高雅，男装也吸引，不仅表演时装别致，职业女装也魅力醉人。,扎依采夫品牌的时装不仅女装高雅，男装也新颖，不仅表演时装别致，职业女装也魅力醉人。
oa00000228,碰上爱玩且能玩物成痴，玩物成癖的人总能令人愉快地会心一笑。,碰上爱玩且能玩物成痴，玩物成癖的人总能令人愉快地会心一笑。
oa00000229,他表示，他已经说过，六月二十四日国民党“全代会”前他会给答案。,他表示，他已经说过，六月二十四日国民党“全代会”前他会给答案。
oa00000230,运动员村必须用铁栏杆围起来，有武装警卫站岗，以保证运动员绝对安全。,运动员村必须用铁栏杆围起来，有武装警卫站岗，以保证运动员绝对安全。
oa00000231,在国会一些议员也已提出议案，要求日本在五年内完全消灭对美贸易逆差。,在国会一些议员也已提出议案，要求日本在五年内完全消灭对美贸易逆差。
oa00000232,2006年上海证券市场的大幅上涨，资金驱动是其中较为明显的作用因素，快速上涨的股指和巨大的市场交易量，容易掩盖资本市场的深层次矛盾。,2006年上海证券市场的大幅上涨，资金驱动是其中较为明显的作用因素，快速上涨的股指和巨大的市场交易量，容易掩盖资本市场的深层次矛盾。
oa00000233,句于岭南文化的形成，则是南越土著文化同中原文化周边文化及海洋文化融合的结果。,至于岭南文化的形成，则是南越土著文化同中原文化周边文化及海洋文化融合的结果。
oa00000234,他那两只滚圆的大眼睛眨了眨，随后咧开嘴向我父亲友好地笑了。,他那两只滚圆的大眼睛眨了眨，随后咧开嘴向我父亲友好地笑了。
oa00000235,我凑近杯口闻了一闻，有点牛奶味，又有椰子味，还略带酒香。,我凑近杯口闻了一闻，有点牛奶味，又有椰子味，还略带酒香。
oa00000236,移动视线，我继续偷偷望着她，当目光射向她脸庞时，我差点没怀叫起来！,移动视线，我继续偷偷望着她，当目光射向她脸庞时，我差点没惊叫起来！
oa00000237,现阶段，卫生事业发展应从外延转向内涵，以提高现有卫生资源的利用效率为重点。,现阶段，卫生事业发展应从外延转向内涵，以提高现有卫生资源的利用效率为重点。
oa00000238,由习惯而产生的先决思维中，中国乃至东亚地区的高储蓄被不甚恰当地视为了常态。很大程度上，各界对于储蓄“搬家”的讨论总是有着“狼来了”的意味，也就是说，虽然在纸面上，这是一个经常被提及的话题，但在实践中，这又是一个未及准备的假想。,由习惯而产生的先决思维中，中国乃至东亚地区的高储蓄被不甚恰当地视为了常态。很大程度上，各界对于储蓄“搬家”的讨论总是有着“狼来了”的意味，也就是说，虽然在纸面上，这是一个经常被提及的话题，但在实践中，这又是一个未及准备的假想。
oa00000239,塞尔维亚人的腌菜有多种，但腌得最普遍的有两样，一种是圆白菜，另一种是杂拌菜。,塞尔维亚人的腌菜有多种，但腌得最普遍的有两样，一种是圆白菜，另一种是杂拌菜。
oa00000240,今年住房市场将呈现双重分化的趋势，一二线城市需求旺消化快，三四线城市需求弱消化慢，在双重分化的状态下调整难以走出衰退的态势。,今年住房市场将呈现双重分化的趋势，一二线城市需求旺消化快，三四线城市需求弱消化慢，在双重分化的状态下调整难以走出衰退的态势。
oa00000241,外面的空气寒冷而又湿润，雨水中果然夹杂着点点雪花，纷纷落落，飘飘扬扬，随风而下。,外面的空气寒冷而又湿润，雨水中果然夹杂着点点雪花，纷纷落落，飘飘扬扬，随风而下。
oa00000242,售货员一个个赛嗓门儿似的高叫着，夸自己的东西质量如何高，价钱如何低，好像他宁肯赔本也要硬卖给你。,售货员一个个赛嗓门儿似的高叫着，夸自己的东西质量如何高，价钱如何低，好像他宁肯赔本也要硬卖给你。
oa00000243,如果富含磷、氮等化学物质的工农业污水排入湖泊，就会导致湖水“营养过剩”，水中微生物过度繁直，水质下降。,如果富含磷、氮等化学物质的工农业污水排入湖泊，就会导致湖水“营养过剩”，水中微生物过度繁殖，水质下降。
oa00000244,根据牛顿在一七零四年的一封书信上的记载，在公元八百年神圣罗马帝国的查理大帝之后的一千两百六十年就是世界未目。,根据牛顿在一七零四年的一封书信上的记载，在公元八百年神圣罗马帝国的查理大帝之后的一千两百六十年就是世界末日。
oa00000245,西藏自治区主席向巴平措今天在国新办发布会上表示，青藏铁路通车近一年来，极大推动了西藏旅游等事业的发展和社会进步，并采取一系列生态保护措施，使沿线环境得到有效保护。,西藏自治区主席向巴平措今天在国新办发布会上表示，青藏铁路通车近一年来，极大推动了西藏旅游等事业的发展和社会进步，并采取一系列生态保护措施，使沿线环境得到有效保护。
oa00000246,阿扎尔要求修改英国的诽谤法，使之不仅适用于基督教，而且也适用于伊斯兰教。,阿扎尔要求修改英国的诽谤法，使之不仅适用于基督教，而且也适用于伊斯兰教。
oa00000247,你要我有了爱情才结婚，可是我就没有哇，也找不到哇，叫我怎么办？,你要我有了爱情才结婚，可是我就没有哇，也找不到哇，叫我怎么办？
oa00000248,由于不动产登记制度的建立，未来个人若是在一线城市和二三线城市同时抛售房产，必然先行抛售二三线城市的房产，这就不难解释上海的土地供给虽然巨大但是依旧不断出现成交新纪录。,由于不动产登记制度的建立，未来个人若是在一线城市和二三线城市同时抛售房产，必然先行抛售二三线城市的房产，这就不难解释上海的土地供给虽然巨大但是依旧不断出现成交新纪录。
oa00000249,一九六二年十一月，厄立特里亚议会通过决议与埃塞俄比亚合并，成为埃的一个省。,一九六二年十一月，厄立特里亚议会通过决议与埃塞俄比亚合并，成为埃的一个省。
oa00000250,周小川指出，目前，亚非合作中出现了一些诸如比较优势轻移明显化、储蓄和资本流动格局发生变化等新回素，这些因素为亚非合作提供了机遇，也使亚非合作优势加大。,周小川指出，目前，亚非合作中出现了一些诸如比较优势转移明显化、储蓄和资本流动格局发生变化等新因素，这些因素为亚非合作提供了机遇，也使亚非合作优势加大。
oa00000251,万达电商大数据不同于普通电商，不能全面抓取消费数据，绝不搞开门店拉人头的传统模式。,万达电商大数据不同于普通电商，不能全面抓取消费数据，绝不搞开门店拉人头的传统模式。
oa00000252,稳定报告指出，一旦预期发生改变，资产价格的波动与震荡，可能导致企业资金链断裂、个人资产大幅缩水、金融机构的呆坏账增多等一系列连锁反应。,稳定报告指出，一旦预期发生改变，资产价格的波动与震荡，可能导致企业资金链断裂、个人资产大幅缩水、金融机构的呆坏账增多等一系列连锁反应。
oa00000253,他重新袋了一锅烟点着，继续说：“支委会上，提起斗争，有些娃头据得跟拨浪鼓一样！”,他重新装了一锅烟点着，继续说：“支委会上，提起斗争，有些娃头摇得跟拨浪鼓一样！”
oa00000254,岛上除了吞吴的嶙峋礁石和万元的小路以外全然是一个草木王国。,岛上除了突兀的嶙峋礁石和蜿蜒的小路以外全然是一个草木王国。
oa00000255,雌鸟单独孵卵盒照顾后代，而雄鸟则继续忙于修饰巢穴也有异性。,雌鸟单独孵卵和照顾后代，而雄鸟则继续忙于修饰巢穴引诱异性。
oa00000256,通篇洋溢着爱国家、爱集体、爱社会、爱他人的质朴至诚，羔羊精神文明的主旋律。,通篇洋溢着爱国家、爱集体、爱社会、爱他人的质朴至诚，高扬精神文明的主旋律。
oa00000257,他认为，无论是脑血栓还是脑溢血，均为颅内血液循环障碍，脑组织受损所致。,他认为，无论是脑血栓还是脑溢血，均为颅内血液循环障碍，脑组织受损所致。
oa00000258,结果可想而知，地雷越埋越多越埋越乱，越埋越广，这山连着那山，这片接着那片。,结果可想而知，地雷越埋越多越埋越乱，越埋越广，这山连着那山，这片接着那片。
oa00000259,这样的企业算不算能适应市场基金，算不算有竞争力？答案应该是肯定的。,这样的企业算不算能适应市场经济，算不算有竞争力？答案应该是肯定的。
